Customer_ID,Customer_Name,Customer_Segment,Customer_First_Order_Date,Postal_Code
CUST-000078,Isabelle Legrand,New,2025-12-06,84511
CUST-000079,Emma Petit,New,2025-09-20,45224
CUST-000080,Léa Bernard,New,2025-02-16,13010
CUST-000081,Chloé Robin,Returning,2023-10-06,67250
CUST-000082,Nuria Ruiz,Returning,2024-07-18,28462
CUST-000083,Léa Lambert,New,2025-04-15,37003
CUST-000084,Romain Perrin,New,2025-04-20,59794
CUST-000085,Louis Francois,New,2025-02-19,44733
CUST-000086,Camille Duval,New,2025-10-08,06099
CUST-000087,Louis S. Francois,New,2025-04-17,63797
CUST-000088,Hugo Mercier,Returning,2024-08-17,57080
CUST-000089,Óscar Díaz,Returning,2024-09-20,03072
CUST-000090,David Garnier,Loyal,2022-07-27,37598
CUST-000091,Fernando Blanco,Returning,2024-11-11,47087
CUST-000092,Laurent Fontaine,New,2025-08-01,38754
CUST-000093,Nicolas Gautier,New,2025-05-27,35032
CUST-000094,Guillaume Muller,Returning,2024-08-02,21551
CUST-000095,François Mercier,New,2025-09-10,17698
CUST-000096,Nuria Ortiz,Returning,2024-10-08,47540
CUST-000097,Pierre Fournier,New,2025-10-21,69002
CUST-000098,Julien Chevalier,Returning,2024-02-14,37913
CUST-000099,Maxime Mathieu,Returning,2024-06-04,51791
CUST-000100,Diego Rodríguez,New,2025-10-04,18235
CUST-000101,Inès Perrin,New,2025-05-16,67519
CUST-000102,Javier Iglesias,Returning,2024-09-17,33448
CUST-000103,David Rousseau,New,2025-07-22,42671
CUST-000104,Diogo Pereira,New,2025-01-24,1086-669
CUST-000105,António Matos,New,2024-11-19,4748-002
CUST-000106,Lucas Duval,New,2024-10-22,31863
CUST-000107,patrícia carvalho,Loyal,2022-04-21,2968-459
CUST-000108,Juliette Roussel,New,2025-06-18,49438
CUST-000109,Amélie Lambert,New,2024-12-27,59591
CUST-000110,Antoine Bernard,New,2024-12-04,37598
CUST-000111,Claire Dupont,Returning,2024-01-24,35114
CUST-000112,André Carvalho,New,2025-05-29,8093-347
CUST-000113,Louis Dupont,Returning,2024-10-27,75008
CUST-000114,Léa Clement,New,2025-08-14,13002
CUST-000115,Alexandre Gauthier,New,2025-10-26,13006
CUST-000116,Élodie É. Gauthier,New,2025-03-01,59389
CUST-000117,Camille Muller,New,2025-12-15,59146
CUST-000118,Pierre Q. Boyer,New,2025-12-30,21065
CUST-000119,Claire Masson,Returning,2024-01-23,67519
CUST-000120,Sandrine Roux,Returning,2024-11-04,45030
CUST-000121,Léa Rousseau,New,2025-10-06,69005
CUST-000122,Lucas Dupont,New,2025-04-25,63541
CUST-000123,Pierre Blanc,Loyal,2021-02-23,76165
CUST-000124,Rui Moreira,Returning,2024-09-03,1086-669
CUST-000125,Adrien Dupont,New,2025-01-16,76296
CUST-000126,Laura André,New,2025-08-27,06718
CUST-000127,Baptiste Durand,New,2024-12-11,14714
CUST-000128,Antoine Durand,Returning,2024-11-07,75002
CUST-000129,Emma Francois,Returning,2024-07-10,33344
CUST-000130,Thomas Guerin,Returning,2024-02-18,13604
CUST-000131,François Legrand,New,2025-02-11,69005
CUST-000132,Louis Morin,New,2025-01-04,06654
CUST-000133,Marie Mercier,Returning,2024-03-16,74114
CUST-000134,Cláudia Fernandes,Returning,2024-10-12,3591-498
CUST-000135,Ana Coelho,New,2024-12-29,8069-856
CUST-000136,José Blanco,Loyal,2022-03-27,36749
CUST-000137,Lucie Petit,New,2025-05-24,57464
CUST-000138,Manon Fournier,New,2025-05-16,51269
CUST-000139,Julie Rousseau,Returning,2024-12-12,45030
CUST-000140,Fernando Ortega,New,2025-10-12,18969
CUST-000141,Antoine Girard,New,2025-05-11,38574
CUST-000142,Marie Chevalier,New,2025-02-04,75011
CUST-000143,Hugo Fournier,New,2025-11-29,67721
CUST-000144,Julie Chevalier,New,2025-07-09,44686
CUST-000145,José Teixeira,New,2025-02-17,3052-194
CUST-000146,Amélie Roux,Returning,2024-01-25,13004
CUST-000147,Baptiste A. Durand,New,2025-03-09,31203
CUST-000148,David Duval,New,2024-10-26,44686
CUST-000149,Laura Blanc,Returning,2024-09-17,13002
CUST-000150,Olivier Fournier,Loyal,2021-11-05,31640
CUST-000151,Amélie André,New,2025-06-24,69005
CUST-000152,Álvaro Rubio,New,2025-09-16,36497
CUST-000153,Beatriz Costa,New,2024-12-30,3591-498
CUST-000154,Céline Masson,Loyal,2021-04-10,33881
CUST-000155,Thomas Martin,Returning,2024-02-15,67234
CUST-000156,Chloé L. Moreau,New,2025-01-04,44733
CUST-000157,Laura Ramírez,New,2025-02-22,46069
CUST-000158,João Almeida,New,2025-07-28,3854-713
CUST-000159,Baptiste Petit,Returning,2024-09-12,45030
CUST-000160,Raquel López,New,2025-10-10,33497
CUST-000161,Nathalie Gauthier,New,2025-05-15,34699
CUST-000162,François Boyer,Returning,2024-07-25,31863
CUST-000163,Olivier Guerin,New,2024-12-04,44025
CUST-000164,Hugo A. Fournier,Returning,2024-07-22,63089
CUST-000165,laurent gautier,New,2025-11-13,74117
CUST-000166,Thomas Masson,New,2025-09-07,33371
CUST-000167,Chloé Duval,Returning,2023-07-21,45276
CUST-000168,Chloé Denis,New,2025-05-29,63935
CUST-000169,Alexandre Perrin,Returning,2024-04-01,49438
CUST-000170,Emma Mathieu,New,2025-07-27,57322
CUST-000171,Laurent Durand,New,2024-11-14,31112
CUST-000172,Javier Pérez,Returning,2024-05-26,30562
CUST-000173,Carmen Castro,Returning,2023-10-11,07646
CUST-000174,Mathieu André,Loyal,2023-02-08,06099
CUST-000175,Pierre Marchand,New,2024-10-18,63797
CUST-000176,Lucie Duval,New,2025-07-18,33881
CUST-000177,Amélie Chevalier,Returning,2024-10-03,37890
CUST-000178,Louis E. Dupont,Returning,2024-09-24,34696
CUST-000179,Nathalie Francois,Returning,2024-10-31,34867
CUST-000180,Mathieu Bernard,New,2025-07-09,49479
CUST-000181,Manon Morin,New,2025-12-17,74773
CUST-000182,Camille Bonnet,Returning,2024-07-05,21323
CUST-000183,Carmen Moreno,New,2025-03-17,07646
CUST-000184,Chloé Faure,New,2025-04-14,74405
CUST-000185,Chloé A. Guerin,New,2024-10-01,06271
CUST-000186,Pierre Roussel,Returning,2024-06-07,13944
CUST-000187,Claire Perrin,Returning,2024-07-04,31112
CUST-000188,Julien Girard,New,2025-07-04,75002
CUST-000189,Julien Fontaine,Loyal,2022-01-21,31214
CUST-000190,Romain Faure,New,2025-07-31,31104
CUST-000191,Julien Denis,Returning,2023-12-07,67250
CUST-000192,Pablo Jiménez,Returning,2024-03-05,33621
CUST-000193,Marie Duval,New,2025-03-17,06099
CUST-000194,Juliette Vincent,Returning,2024-05-21,17701
CUST-000195,Nathalie Martin,Returning,2024-10-02,35225
CUST-000196,Iván Álvarez,New,2025-04-11,15724
CUST-000197,Mathieu Marchand,Returning,2024-03-18,63739
CUST-000198,Camille Girard,New,2025-02-28,49216
CUST-000199,Rubén Jiménez,Loyal,2022-03-21,50021
CUST-000200,Luis Marín ,Returning,2024-09-21,15724
CUST-000201,Romain Leroy,Returning,2024-01-22,51284
CUST-000202,Chloé Mercier,New,2025-07-29,69008
CUST-000203,Alexandre Roussel,Returning,2024-08-10,34252
CUST-000204,André Mendes,Returning,2024-08-19,8093-347
CUST-000205,Rafael Jesus,Returning,2024-12-25,3523-285
CUST-000206,Hugo Pires,Returning,2023-08-06,7059-255
CUST-000207,Guillaume Girard,Returning,2024-05-31,49875
CUST-000208,Lucie Blanc,Returning,2024-02-29,38677
CUST-000209,Alexandre Q. Roussel,New,2025-10-11,59665
CUST-000210,André Ferreira,Returning,2023-09-03,4073-590
CUST-000211,Nicolas Vincent,New,2025-09-27,44469
CUST-000212,Romain Clement,Returning,2024-05-14,38677
CUST-000213,Lucas Clement,New,2025-07-13,13009
CUST-000214,Baptiste Fournier,New,2025-09-11,57095
CUST-000215,Pierre Henry,Returning,2024-12-06,76274
CUST-000216,Julie Clement,Loyal,2021-05-28,35352
CUST-000217,Antoine Gautier,New,2025-04-08,74166
CUST-000218,Sergio Martín,Returning,2024-02-18,33497
CUST-000219,Mathieu É. André,New,2025-05-15,63089
CUST-000220,Marie Roux,New,2025-07-18,75005
CUST-000221,Nathalie André,New,2025-10-30,51284
CUST-000222,Sandrine Boyer,New,2025-06-09,75008
CUST-000223,Léa C. Rousseau,New,2025-11-10,17701
CUST-000224,Céline Roux,Returning,2024-07-04,42182
CUST-000225,Anaïs Muller,Returning,2024-10-24,31214
CUST-000226,Catarina Barbosa,Returning,2024-11-11,3552-497
CUST-000227,Ana Oliveira,New,2025-01-24,7061-218
CUST-000228,Alejandro Álvarez,Returning,2024-11-03,14271
CUST-000229,Nicolas Mathieu,Loyal,2023-04-27,44305
CUST-000230,Rubén Castro,New,2025-09-01,30580
CUST-000231,Bruno Pereira,New,2024-10-17,4748-002
CUST-000232,Nicolas Masson,New,2025-09-13,33344
CUST-000233,Raquel Moreno,New,2025-04-23,33219
CUST-000234,Carmen Ortega,New,2024-12-14,08234
CUST-000235,Léa A. Rousseau,New,2025-04-06,54223
CUST-000236,Laurent Blanc,New,2025-01-21,44686
CUST-000237,João Pinto,New,2025-12-18,3552-497
CUST-000238,Sandrine Roussel,Loyal,2023-03-23,31104
CUST-000239,Sandrine Robin,New,2025-09-12,49976
CUST-000240,Marie Robin,Returning,2024-07-25,29473
CUST-000241,Hugo Boyer,New,2025-01-02,13008
CUST-000242,Antonio Martín,New,2025-10-09,18235
CUST-000243,Laura Hernández,New,2025-11-27,41128
CUST-000244,Carmen Gómez,New,2025-04-19,29032
CUST-000245,Hugo Mathieu,New,2025-10-12,67519
CUST-000246,Maxime Fournier,New,2025-12-29,57947
CUST-000247,Laurent Rousseau,Returning,2024-01-06,74166
CUST-000248,Nicolas Marchand,New,2024-11-25,76274
CUST-000249,Paula López,New,2024-11-21,30526
CUST-000250,Camille Faure,Returning,2024-04-28,67811
CUST-000251,Laura Fontaine,Returning,2024-05-15,14714
CUST-000252,Julien Roussel,New,2025-05-22,45284
CUST-000253,Amélie Roussel,Returning,2024-08-09,13825
CUST-000254,Céline Girard,Returning,2023-08-16,21551
CUST-000255,Ana Gil,New,2025-08-28,07070
CUST-000256,Mathieu Martin,New,2025-12-30,63777
CUST-000257,Antoine Lefèvre,New,2025-09-28,33363
CUST-000258,Élodie Legrand,New,2025-10-24,14714
CUST-000259,Gonçalo Simões,Returning,2024-12-29,4706-667
CUST-000260,François Lefèvre,Returning,2024-11-14,54521
CUST-000261,Guillaume Masson,New,2025-02-23,37546
CUST-000262,Jorge Díaz,Returning,2024-07-20,14271
CUST-000263,Óscar Ortega,New,2025-07-24,47665
CUST-000264,José Pires,New,2025-09-07,7061-218
CUST-000265,François Rousseau,New,2025-10-14,14370
CUST-000266,Maria Lopes,Returning,2024-06-07,2430-170
CUST-000267,Guillaume Lefèvre,New,2024-10-10,63777
CUST-000268,Anaïs Gautier,Returning,2024-10-07,35762
CUST-000269,Sandrine Lambert,New,2025-09-09,13011
CUST-000270,Emma Fontaine,New,2025-01-07,35352
CUST-000271,Manuel Gómez,Returning,2024-01-15,15724
CUST-000272,Céline Petit,New,2025-11-09,49558
CUST-000273,Julien Mercier,Returning,2024-01-01,74980
CUST-000274,Pedro Gonçalves,Returning,2024-07-30,7059-255
CUST-000275,Guillaume Denis,Loyal,2021-06-02,63250
CUST-000276,Olivier Duval,Returning,2024-01-02,57947
CUST-000277,Lucas Leroy,New,2025-07-16,14940
CUST-000278,Alexandre Duval,Returning,2024-11-17,63250
CUST-000279,Óscar Rodríguez,New,2025-09-04,33219
CUST-000280,Adrien Martin,New,2025-11-10,13005
CUST-000281,Alexandre Vincent,New,2025-04-03,75008
CUST-000282,Olivier Francois,New,2025-04-03,13604
CUST-000283,Raúl Hernández,Returning,2024-04-24,30562
CUST-000284,Sofia Mendes,New,2025-07-18,4082-100
CUST-000285,António Cardoso,Returning,2023-09-07,2993-802
CUST-000286,David Clement,Returning,2024-11-26,13597
CUST-000287,Nicolas Perrin,New,2025-03-22,29408
CUST-000288,Alexandre Dupont,New,2025-12-15,69010
CUST-000289,Sandrine Denis,Returning,2024-08-26,31658
CUST-000290,Sara Hernández,New,2025-07-31,07646
CUST-000291,Olivier Gauthier,New,2025-07-28,13001
CUST-000292,Mario Ortiz,New,2024-12-27,08234
CUST-000293,Claire Bernard,Loyal,2024-03-08,14566
CUST-000294,Laurent Clement,Loyal,2022-12-12,67142
CUST-000295,Antoine Clement,New,2024-12-15,06654
CUST-000296,Léa Fontaine,New,2024-11-22,38824
CUST-000297,Alba Ortega,Returning,2024-07-14,41773
CUST-000298,Chloé Morin,New,2025-09-10,13887
CUST-000299,Thomas Duval,New,2025-05-16,57965
CUST-000300,Adrien Perrin,New,2025-07-18,31658
CUST-000301,David Lefèvre,Returning,2024-11-20,13008
CUST-000302,Maxime Durand,New,2025-11-18,42704
CUST-000303,Nathalie Perrin,New,2024-11-10,38073
CUST-000304,Lucie Lefèvre,New,2025-07-06,13604
CUST-000305,Maxime Morin,New,2025-11-28,21623
CUST-000306,Quentin Faure,New,2025-09-26,13001
CUST-000307,Pierre Vincent,New,2025-05-13,67811
CUST-000308,Sophie M. Muller,New,2025-06-28,33936
CUST-000309,Manuel Ferreira,New,2025-09-04,2417-432
CUST-000310,João Mendes,Returning,2024-04-20,8049-271
CUST-000311,Baptiste Garnier,New,2024-12-14,63238
CUST-000312,Isabel Iglesias,New,2025-07-28,30562
CUST-000313,Antonio Navarro,Loyal,2024-03-08,36497
CUST-000314,Filipa Costa,New,2025-08-23,4760-248
CUST-000315,Julie Faure,Returning,2024-01-01,54650
CUST-000316,Cláudia Gonçalves,New,2025-12-28,3001-992
CUST-000317,Sophie Blanc,Loyal,2021-10-17,14388
CUST-000318,Nicolas Roussel,Returning,2024-09-29,51394
CUST-000319,Rui Monteiro,Returning,2024-05-29,3552-497
CUST-000320,Raúl Alonso,Returning,2024-05-16,46253
CUST-000321,Louis Bernard,New,2025-03-11,59642
CUST-000322,Emma Masson,Loyal,2022-06-26,17108
CUST-000323,Miguel Iglesias,New,2025-01-28,15835
CUST-000324,Claire Moreau,New,2024-10-03,59794
CUST-000325,Guillaume Gauthier,Returning,2024-09-30,06196
CUST-000326,Laurent A. Blanc,Returning,2024-09-22,75003
CUST-000327,Víctor Morales,Returning,2024-11-20,08951
CUST-000328,Emma Roussel,Loyal,2022-04-29,29736
CUST-000329,Louis Durand,New,2025-04-21,38754
CUST-000330,Diego Ramos,New,2025-08-31,18408
CUST-000331,Víctor Moreno,New,2024-10-03,41927
CUST-000332,Isabel Serrano,New,2025-08-28,36382
CUST-000333,Lucas Roussel,Returning,2024-08-09,76758
CUST-000334,Julie É. Clement,Loyal,2021-09-03,29736
CUST-000335,Laurent Lambert,New,2025-07-24,84849
CUST-000336,Léa Masson,Loyal,2022-01-20,14714
CUST-000337,Raúl Romero,Returning,2024-11-26,15724
CUST-000338,Sandrine Leroy,New,2025-04-17,13944
CUST-000339,Guillaume Legrand,New,2024-11-27,49746
CUST-000340,Miguel Delgado,New,2025-01-06,08851
CUST-000341,Olivier Petit,New,2025-11-18,69010
CUST-000342,Nicolas S. Roux,New,2025-05-17,21065
CUST-000343,Guillaume Bernard,Returning,2023-11-13,14032
CUST-000344,Baptiste Mercier,Returning,2024-05-17,14389
CUST-000345,Emma Dupont,New,2025-09-22,51780
CUST-000346,Alexandre Rousseau,New,2025-06-18,21551
CUST-000347,Marie André,New,2024-12-19,59794
CUST-000348,Mathieu Lambert,New,2025-11-11,35352
CUST-000349,Emma M. Roux,Returning,2024-09-16,44025
CUST-000350,Antoine I. Lefèvre,New,2025-02-12,76175
CUST-000351,Guillaume Roussel,Returning,2024-11-15,42696
CUST-000352,Nathalie Lefèvre,Returning,2023-07-11,67519
CUST-000353,Olivier Rousseau,New,2025-04-06,57322
CUST-000354,Alexandre Garnier,New,2025-06-25,63089
CUST-000355,Louis Denis,New,2025-01-28,54565
CUST-000356,Nicolas Bonnet,New,2025-11-29,06099
CUST-000357,Lucie L. Duval,New,2025-07-25,29432
CUST-000358,Emma Vincent,Returning,2024-11-03,75008
CUST-000359,Cristina Vázquez,New,2024-11-21,48675
CUST-000360,Raquel García,Loyal,2024-01-04,33448
CUST-000361,Laurent Marchand,New,2025-06-30,13009
CUST-000362,Julie Lambert,Returning,2024-04-16,69006
CUST-000363,Sophie Roux,Returning,2024-11-17,17633
CUST-000364,David Moreno,Loyal,2022-10-31,33219
CUST-000365,Sophie André,New,2025-02-10,13001
CUST-000366,Lucie Bernard,Returning,2024-12-20,42500
CUST-000367,Adrien Fournier,New,2025-01-29,69008
CUST-000368,Adrien Roux,Loyal,2021-03-08,37067
CUST-000369,Teresa Pereira,New,2024-11-14,2993-802
CUST-000370,Adrien André,New,2025-04-22,51410
CUST-000371,Thomas Perrin,New,2025-09-06,37552
CUST-000372,Luís Lopes,Returning,2024-09-26,3591-498
CUST-000373,Alba Domínguez,New,2025-06-17,41128
CUST-000374,Adrien Leroy,New,2025-02-13,35663
CUST-000375,Manon C. Morin,New,2024-10-25,74114
CUST-000376,Lucie Gauthier,Loyal,2024-01-17,76165
CUST-000377,Céline Henry,New,2025-07-05,76764
CUST-000378,Raúl Serrano,New,2025-09-27,15921
CUST-000379,Miguel Domínguez,New,2025-05-05,14080
CUST-000380,Romain Roux,New,2025-11-14,17027
CUST-000381,Sandrine Lefèvre,Returning,2024-08-20,69007
CUST-000382,Céline Guerin,Loyal,2022-08-26,33881
CUST-000383,Mario Gutiérrez,New,2025-02-28,08234
CUST-000384,Sophie Henry,New,2025-12-02,17905
CUST-000385,Isabelle I. Legrand,Loyal,2022-11-12,29473
CUST-000386,Maxime Legrand,New,2025-07-04,51692
CUST-000387,Thomas L. Duval,Returning,2024-06-19,35762
CUST-000388,Romain Petit,New,2024-12-04,38156
CUST-000389,Chloé Perrin,Returning,2024-06-17,21270
CUST-000390,Maxime Perrin,Loyal,2023-10-07,76274
CUST-000391,Nicolas L. Masson,New,2025-12-29,75006
CUST-000392,Carmen Moreno Delgado,New,2025-05-28,07070
CUST-000393,Mathieu Duval,New,2025-01-20,49746
CUST-000394,Guillaume Moreau,New,2025-06-19,67250
CUST-000395,Laurent André,New,2025-06-08,29408
CUST-000396,Alexandre Lefèvre,Loyal,2024-01-14,13257
CUST-000397,Louis Fournier,New,2025-10-16,75009
CUST-000398,Hugo Morin,New,2025-06-18,06271
CUST-000399,Víctor Álvarez,Returning,2024-01-16,15921
CUST-000400,Maxime Gauthier,New,2025-11-16,13004
CUST-000401,Antoine Mercier,Returning,2024-03-20,35142
CUST-000402,Guillaume M. Girard,Returning,2024-04-11,57080
CUST-000403,Isabelle A. Garnier,New,2025-04-14,31203
CUST-000404,Céline Morin,New,2024-12-21,13006
CUST-000405,Julie Guerin,New,2025-07-06,84517
CUST-000406,Mario Muñoz,New,2025-06-30,47665
CUST-000407,David Guerin,New,2024-11-16,37598
CUST-000408,Laura Roux,Returning,2024-10-12,17698
CUST-000409,Léa Garnier,New,2025-12-03,84373
CUST-000410,Jorge Serrano,New,2025-10-14,33072
CUST-000411,Marie O. Mercier,Returning,2024-09-14,37598
CUST-000412,Sofia Pinto,Returning,2024-08-30,2996-869
CUST-000413,Sergio Domínguez,New,2025-10-14,47087
CUST-000414,Manon Durand,Returning,2024-10-23,84511
CUST-000415,Olivier A. Vincent,New,2025-07-16,21445
CUST-000416,David Muller,New,2024-12-25,54223
CUST-000417,Camille Roussel,New,2025-09-23,14566
CUST-000418,Baptiste Boyer,Returning,2024-01-13,35203
CUST-000419,Camille Garnier,New,2025-10-10,63777
CUST-000420,Eduardo Oliveira,New,2025-07-09,4707-412
CUST-000421,Laura Bernard,New,2025-05-26,14389
CUST-000422,Miguel Barbosa,Loyal,2022-05-02,8060-826
CUST-000423,Óscar Blanco,New,2025-10-28,47540
CUST-000424,Laura Dupont,Returning,2024-04-30,45030
CUST-000425,Quentin Perrin,New,2025-12-02,13011
CUST-000426,Quentin Mathieu,New,2025-09-28,31203
CUST-000427,Isabelle Perrin,Returning,2024-07-30,51410
CUST-000428,Louis I. Francois,Loyal,2022-07-14,35114
CUST-000429,Marie Mathieu,Returning,2024-09-19,51826
CUST-000430,Laura L. André,Returning,2024-07-26,29163
CUST-000431,Isabelle Clement,New,2025-07-31,17698
CUST-000432,Nathalie J. Martin,Loyal,2022-02-02,13965
CUST-000433,Guillaume Duval,New,2024-11-22,69004
CUST-000434,Luís Fonseca,New,2025-06-17,3824-194
CUST-000435,Élodie Gautier,New,2025-06-04,63797
CUST-000436,David Masson,Returning,2024-07-17,75006
CUST-000437,Luís Oliveira,New,2025-05-12,8049-271
CUST-000438,Vasco Lopes,Returning,2023-11-23,3001-992
CUST-000439,Inès Durand,Returning,2024-06-18,31658
CUST-000440,Lucas Mercier,New,2025-04-11,75009
CUST-000441,Marie Girard,New,2025-10-26,33332
CUST-000442,Quentin Masson,New,2025-05-18,44025
CUST-000443,Antoine Legrand,New,2025-09-23,33881
CUST-000444,Amélie Mathieu,Returning,2024-03-12,31203
CUST-000445,Elena Muñoz,Returning,2024-11-28,18243
CUST-000446,Alba Gil,New,2025-03-12,08545
CUST-000447,Julie Vincent,New,2025-04-28,38677
CUST-000448,Quentin J. Faure,Returning,2023-12-20,17108
CUST-000449,Cláudia Cunha,Loyal,2022-09-09,3052-194
CUST-000450,Pierre Morin,New,2025-01-27,13944
CUST-000451,Julien Blanc,New,2025-12-18,42704
CUST-000452,Luís Soares,New,2025-12-08,1009-453
CUST-000453,Raúl Delgado,New,2025-12-13,07529
CUST-000454,Julie Boyer,New,2025-03-09,69001
CUST-000455,Mathieu Gauthier,Returning,2024-05-10,06163
CUST-000456,Raquel Moreno Serrano,Returning,2024-03-25,33219
CUST-000457,Camille H. Garnier,Loyal,2023-06-09,13896
CUST-000458,Claudia Romero,New,2025-04-01,33448
CUST-000459,Marta Gutiérrez,Returning,2024-12-16,48059
CUST-000460,Louis Perrin,New,2025-02-21,21382
CUST-000461,Lucie Moreau,New,2025-02-12,45224
CUST-000462,François Roussel,New,2025-12-03,29163
CUST-000463,Miguel Serrano,New,2025-02-21,46826
CUST-000464,Anaïs Blanc,Returning,2024-10-07,34699
CUST-000465,Marta Ortiz,New,2025-05-15,30319
CUST-000466,Laura Lambert,New,2025-09-14,21233
CUST-000467,Louis Legrand,Returning,2024-04-14,57512
CUST-000468,Guillaume Marchand,New,2025-01-25,38677
CUST-000469,Lucie Rousseau,Returning,2024-02-19,33332
CUST-000470,Lucas Bernard,New,2024-12-04,75001
CUST-000471,Lucía Ortega,Returning,2024-07-05,15552
CUST-000472,Lucie É. Duval,Returning,2024-06-27,45387
CUST-000473,Isabelle Marchand,Returning,2024-07-27,76464
CUST-000474,David S. Duval,Returning,2024-03-08,13597
CUST-000475,Ana Hernández,New,2025-11-14,36007
CUST-000476,Céline I. Roux,New,2025-09-15,42696
CUST-000477,Camille Mercier,New,2024-10-01,37081
CUST-000478,Mathieu Garnier,New,2025-01-21,74934
CUST-000479,Claire L. Dupont,Returning,2024-03-12,42696
CUST-000480,Bruno Simões,New,2025-05-28,2984-441
CUST-000481,Emma Robin,Returning,2024-08-16,59146
