customer_id,customer_name,customer_segment,customer_first_order_date,postal_code
CUST-000071,"Rita Simões",NEW,2025-11-12,3824-194
CUST-000072,"Marie Vincent",NEW,2025-04-05,63777
CUST-000073,"Chloé Clement",NEW,2025-03-20,29580
CUST-000074,"Pierre Boyer",RETURNING,2024-07-24,42159
CUST-000075,"Maxime André",LOYAL,2023-04-30,21623
CUST-000076,"Laurent Duval",NEW,2025-06-22,31214
CUST-000077,"Marie Fontaine",RETURNING,2024-06-27,67234
CUST-000078,"Isabelle Legrand",NEW,2025-12-06,84511
CUST-000079,"Emma Petit",NEW,2025-09-20,45224
CUST-000080,"Léa Bernard",NEW,2025-02-16,13010
CUST-000081,"Chloé Robin",RETURNING,2023-10-06,67250
CUST-000082,"Nuria Ruiz",RETURNING,2024-07-18,28462
CUST-000083,"Léa Lambert",NEW,2025-04-15,37003
CUST-000084,"Romain Perrin",NEW,2025-04-20,59794
CUST-000085,"Louis Francois",NEW,2025-02-19,44733
CUST-000086,"Camille Duval",NEW,2025-10-08,06099
CUST-000087,"Louis S. Francois",NEW,2025-04-17,63797
CUST-000088,"Hugo Mercier",RETURNING,2024-08-17,57080
CUST-000089,"Óscar Díaz",RETURNING,2024-09-20,03072
CUST-000090,"David Garnier",LOYAL,2022-07-27,37598
CUST-000091,"Fernando Blanco",RETURNING,2024-11-11,47087
CUST-000092,"Laurent Fontaine",NEW,2025-08-01,38754
CUST-000093,"Nicolas Gautier",NEW,2025-05-27,35032
CUST-000094,"Guillaume Muller",RETURNING,2024-08-02,21551
CUST-000095,"François Mercier",NEW,2025-09-10,17698
CUST-000096,"Nuria Ortiz",RETURNING,2024-10-08,47540
CUST-000097,"Pierre Fournier",NEW,2025-10-21,69002
CUST-000098,"Julien Chevalier",RETURNING,2024-02-14,37913
CUST-000099,"Maxime Mathieu",RETURNING,2024-06-04,51791
CUST-000100,"Diego Rodríguez",NEW,2025-10-04,18235
CUST-000101,"Inès Perrin",NEW,2025-05-16,67519
CUST-000102,"Javier Iglesias",RETURNING,2024-09-17,33448
CUST-000103,"David Rousseau",NEW,2025-07-22,42671
CUST-000104,"Diogo Pereira",NEW,2025-01-24,1086-669
CUST-000105,"António Matos",NEW,2024-11-19,4748-002
CUST-000106,"Lucas Duval",NEW,2024-10-22,31863
CUST-000107,"patrícia carvalho",LOYAL,2022-04-21,2968-459
CUST-000108,"Juliette Roussel",NEW,2025-06-18,49438
CUST-000109,"Amélie Lambert",NEW,2024-12-27,59591
CUST-000110,"Antoine Bernard",NEW,2024-12-04,37598
CUST-000111,"Claire Dupont",RETURNING,2024-01-24,35114
CUST-000112,"André Carvalho",NEW,2025-05-29,8093-347
CUST-000113,"Louis Dupont",RETURNING,2024-10-27,75008
CUST-000114,"Léa Clement",NEW,2025-08-14,13002
CUST-000115,"Alexandre Gauthier",NEW,2025-10-26,13006
CUST-000116,"Élodie É. Gauthier",NEW,2025-03-01,59389
CUST-000117,"Camille Muller",NEW,2025-12-15,59146
CUST-000118,"Pierre Q. Boyer",NEW,2025-12-30,21065
CUST-000119,"Claire Masson",RETURNING,2024-01-23,67519
CUST-000120,"Sandrine Roux",RETURNING,2024-11-04,45030
CUST-000121,"Léa Rousseau",NEW,2025-10-06,69005
CUST-000122,"Lucas Dupont",NEW,2025-04-25,63541
CUST-000123,"Pierre Blanc",LOYAL,2021-02-23,76165
CUST-000124,"Rui Moreira",RETURNING,2024-09-03,1086-669
CUST-000125,"Adrien Dupont",NEW,2025-01-16,76296
CUST-000126,"Laura André",NEW,2025-08-27,06718
CUST-000127,"Baptiste Durand",NEW,2024-12-11,14714
CUST-000128,"Antoine Durand",RETURNING,2024-11-07,75002
CUST-000129,"Emma Francois",RETURNING,2024-07-10,33344
CUST-000130,"Thomas Guerin",RETURNING,2024-02-18,13604
CUST-000131,"François Legrand",NEW,2025-02-11,69005
CUST-000132,"Louis Morin",NEW,2025-01-04,06654
CUST-000133,"Marie Mercier",RETURNING,2024-03-16,74114
CUST-000134,"Cláudia Fernandes",RETURNING,2024-10-12,3591-498
CUST-000135,"Ana Coelho",NEW,2024-12-29,8069-856
CUST-000136,"José Blanco",LOYAL,2022-03-27,36749
CUST-000137,"Lucie Petit",NEW,2025-05-24,57464
CUST-000138,"Manon Fournier",NEW,2025-05-16,51269
CUST-000139,"Julie Rousseau",RETURNING,2024-12-12,45030
CUST-000140,"Fernando Ortega",NEW,2025-10-12,18969
CUST-000141,"Antoine Girard",NEW,2025-05-11,38574
CUST-000142,"Marie Chevalier",NEW,2025-02-04,75011
CUST-000143,"Hugo Fournier",NEW,2025-11-29,67721
CUST-000144,"Julie Chevalier",NEW,2025-07-09,44686
CUST-000145,"José Teixeira",NEW,2025-02-17,3052-194
CUST-000146,"Amélie Roux",RETURNING,2024-01-25,13004
CUST-000147,"Baptiste A. Durand",NEW,2025-03-09,31203
CUST-000148,"David Duval",NEW,2024-10-26,44686
CUST-000149,"Laura Blanc",RETURNING,2024-09-17,13002
CUST-000150,"Olivier Fournier",LOYAL,2021-11-05,31640
CUST-000151,"Amélie André",NEW,2025-06-24,69005
CUST-000152,"Álvaro Rubio",NEW,2025-09-16,36497
CUST-000153,"Beatriz Costa",NEW,2024-12-30,3591-498
CUST-000154,"Céline Masson",LOYAL,2021-04-10,33881
CUST-000155,"Thomas Martin",RETURNING,2024-02-15,67234
CUST-000156,"Chloé L. Moreau",NEW,2025-01-04,44733
CUST-000157,"Laura Ramírez",NEW,2025-02-22,46069
CUST-000158,"João Almeida",NEW,2025-07-28,3854-713
CUST-000159,"Baptiste Petit",RETURNING,2024-09-12,45030
CUST-000160,"Raquel López",NEW,2025-10-10,33497
CUST-000161,"Nathalie Gauthier",NEW,2025-05-15,34699
CUST-000162,"François Boyer",RETURNING,2024-07-25,31863
CUST-000163,"Olivier Guerin",NEW,2024-12-04,44025
CUST-000164,"Hugo A. Fournier",RETURNING,2024-07-22,63089
CUST-000165,"laurent gautier",NEW,2025-11-13,74117
CUST-000166,"Thomas Masson",NEW,2025-09-07,33371
CUST-000167,"Chloé Duval",RETURNING,2023-07-21,45276
CUST-000168,"Chloé Denis",NEW,2025-05-29,63935
CUST-000169,"Alexandre Perrin",RETURNING,2024-04-01,49438
CUST-000170,"Emma Mathieu",NEW,2025-07-27,57322
CUST-000171,"Laurent Durand",NEW,2024-11-14,31112
CUST-000172,"Javier Pérez",RETURNING,2024-05-26,30562
CUST-000173,"Carmen Castro",RETURNING,2023-10-11,07646
CUST-000174,"Mathieu André",LOYAL,2023-02-08,06099
CUST-000175,"Pierre Marchand",NEW,2024-10-18,63797
CUST-000176,"Lucie Duval",NEW,2025-07-18,33881
CUST-000177,"Amélie Chevalier",RETURNING,2024-10-03,37890
CUST-000178,"Louis E. Dupont",RETURNING,2024-09-24,34696
CUST-000179,"Nathalie Francois",RETURNING,2024-10-31,34867
CUST-000180,"Mathieu Bernard",NEW,2025-07-09,49479
CUST-000181,"Manon Morin",NEW,2025-12-17,74773
CUST-000182,"Camille Bonnet",RETURNING,2024-07-05,21323
CUST-000183,"Carmen Moreno",NEW,2025-03-17,07646
CUST-000184,"Chloé Faure",NEW,2025-04-14,74405
CUST-000185,"Chloé A. Guerin",NEW,2024-10-01,06271
CUST-000186,"Pierre Roussel",RETURNING,2024-06-07,13944
CUST-000187,"Claire Perrin",RETURNING,2024-07-04,31112
CUST-000188,"Julien Girard",NEW,2025-07-04,75002
CUST-000189,"Julien Fontaine",LOYAL,2022-01-21,31214
CUST-000190,"Romain Faure",NEW,2025-07-31,31104
CUST-000191,"Julien Denis",RETURNING,2023-12-07,67250
CUST-000192,"Pablo Jiménez",RETURNING,2024-03-05,33621
CUST-000193,"Marie Duval",NEW,2025-03-17,06099
CUST-000194,"Juliette Vincent",RETURNING,2024-05-21,17701
CUST-000195,"Nathalie Martin",RETURNING,2024-10-02,35225
CUST-000196,"Iván Álvarez",NEW,2025-04-11,15724
CUST-000197,"Mathieu Marchand",RETURNING,2024-03-18,63739
CUST-000198,"Camille Girard",NEW,2025-02-28,49216
CUST-000199,"Rubén Jiménez",LOYAL,2022-03-21,50021
CUST-000200,"Luis Marín",RETURNING,2024-09-21,15724
CUST-000201,"Romain Leroy",RETURNING,2024-01-22,51284
CUST-000202,"Chloé Mercier",NEW,2025-07-29,69008
CUST-000203,"Alexandre Roussel",RETURNING,2024-08-10,34252
CUST-000204,"André Mendes",RETURNING,2024-08-19,8093-347
CUST-000205,"Rafael Jesus",RETURNING,2024-12-25,3523-285
CUST-000206,"Hugo Pires",RETURNING,2023-08-06,7059-255
CUST-000207,"Guillaume Girard",RETURNING,2024-05-31,49875
CUST-000208,"Lucie Blanc",RETURNING,2024-02-29,38677
CUST-000209,"Alexandre Q. Roussel",NEW,2025-10-11,59665
CUST-000210,"André Ferreira",RETURNING,2023-09-03,4073-590
CUST-000211,"Nicolas Vincent",NEW,2025-09-27,44469
CUST-000212,"Romain Clement",RETURNING,2024-05-14,38677
CUST-000213,"Lucas Clement",NEW,2025-07-13,13009
CUST-000214,"Baptiste Fournier",NEW,2025-09-11,57095
CUST-000215,"Pierre Henry",RETURNING,2024-12-06,76274
CUST-000216,"Julie Clement",LOYAL,2021-05-28,35352
CUST-000217,"Antoine Gautier",NEW,2025-04-08,74166
CUST-000218,"Sergio Martín",RETURNING,2024-02-18,33497
CUST-000219,"Mathieu É. André",NEW,2025-05-15,63089
CUST-000220,"Marie Roux",NEW,2025-07-18,75005
CUST-000221,"Nathalie André",NEW,2025-10-30,51284
CUST-000222,"Sandrine Boyer",NEW,2025-06-09,75008
CUST-000223,"Léa C. Rousseau",NEW,2025-11-10,17701
CUST-000224,"Céline Roux",RETURNING,2024-07-04,42182
CUST-000225,"Anaïs Muller",RETURNING,2024-10-24,31214
CUST-000226,"Catarina Barbosa",RETURNING,2024-11-11,3552-497
CUST-000227,"Ana Oliveira",NEW,2025-01-24,7061-218
CUST-000228,"Alejandro Álvarez",RETURNING,2024-11-03,14271
CUST-000229,"Nicolas Mathieu",LOYAL,2023-04-27,44305
CUST-000230,"Rubén Castro",NEW,2025-09-01,30580
CUST-000231,"Bruno Pereira",NEW,2024-10-17,4748-002
CUST-000232,"Nicolas Masson",NEW,2025-09-13,33344
CUST-000233,"Raquel Moreno",NEW,2025-04-23,33219
CUST-000234,"Carmen Ortega",NEW,2024-12-14,08234
CUST-000235,"Léa A. Rousseau",NEW,2025-04-06,54223
CUST-000236,"Laurent Blanc",NEW,2025-01-21,44686
CUST-000237,"João Pinto",NEW,2025-12-18,3552-497
CUST-000238,"Sandrine Roussel",LOYAL,2023-03-23,31104
CUST-000239,"Sandrine Robin",NEW,2025-09-12,49976
CUST-000240,"Marie Robin",RETURNING,2024-07-25,29473
CUST-000241,"Hugo Boyer",NEW,2025-01-02,13008
CUST-000242,"Antonio Martín",NEW,2025-10-09,18235
CUST-000243,"Laura Hernández",NEW,2025-11-27,41128
CUST-000244,"Carmen Gómez",NEW,2025-04-19,29032
CUST-000245,"Hugo Mathieu",NEW,2025-10-12,67519
CUST-000246,"Maxime Fournier",NEW,2025-12-29,57947
CUST-000247,"Laurent Rousseau",RETURNING,2024-01-06,74166
CUST-000248,"Nicolas Marchand",NEW,2024-11-25,76274
CUST-000249,"Paula López",NEW,2024-11-21,30526
CUST-000250,"Camille Faure",RETURNING,2024-04-28,67811
CUST-000251,"Laura Fontaine",RETURNING,2024-05-15,14714
CUST-000252,"Julien Roussel",NEW,2025-05-22,45284
CUST-000253,"Amélie Roussel",RETURNING,2024-08-09,13825
CUST-000254,"Céline Girard",RETURNING,2023-08-16,21551
CUST-000255,"Ana Gil",NEW,2025-08-28,07070
CUST-000256,"Mathieu Martin",NEW,2025-12-30,63777
CUST-000257,"Antoine Lefèvre",NEW,2025-09-28,33363
CUST-000258,"Élodie Legrand",NEW,2025-10-24,14714
CUST-000259,"Gonçalo Simões",RETURNING,2024-12-29,4706-667
CUST-000260,"François Lefèvre",RETURNING,2024-11-14,54521
CUST-000261,"Guillaume Masson",NEW,2025-02-23,37546
CUST-000262,"Jorge Díaz",RETURNING,2024-07-20,14271
CUST-000263,"Óscar Ortega",NEW,2025-07-24,47665
CUST-000264,"José Pires",NEW,2025-09-07,7061-218
CUST-000265,"François Rousseau",NEW,2025-10-14,14370
CUST-000266,"Maria Lopes",RETURNING,2024-06-07,2430-170
CUST-000267,"Guillaume Lefèvre",NEW,2024-10-10,63777
CUST-000268,"Anaïs Gautier",RETURNING,2024-10-07,35762
CUST-000269,"Sandrine Lambert",NEW,2025-09-09,13011
CUST-000270,"Emma Fontaine",NEW,2025-01-07,35352
CUST-000271,"Manuel Gómez",RETURNING,2024-01-15,15724
CUST-000272,"Céline Petit",NEW,2025-11-09,49558
CUST-000273,"Julien Mercier",RETURNING,2024-01-01,74980
CUST-000274,"Pedro Gonçalves",RETURNING,2024-07-30,7059-255
CUST-000275,"Guillaume Denis",LOYAL,2021-06-02,63250
CUST-000276,"Olivier Duval",RETURNING,2024-01-02,57947
CUST-000277,"Lucas Leroy",NEW,2025-07-16,14940
CUST-000278,"Alexandre Duval",RETURNING,2024-11-17,63250
CUST-000279,"Óscar Rodríguez",NEW,2025-09-04,33219
CUST-000280,"Adrien Martin",NEW,2025-11-10,13005
CUST-000281,"Alexandre Vincent",NEW,2025-04-03,75008
CUST-000282,"Olivier Francois",NEW,2025-04-03,13604
CUST-000283,"Raúl Hernández",RETURNING,2024-04-24,30562
CUST-000284,"Sofia Mendes",NEW,2025-07-18,4082-100
CUST-000285,"António Cardoso",RETURNING,2023-09-07,2993-802
CUST-000286,"David Clement",RETURNING,2024-11-26,13597
CUST-000287,"Nicolas Perrin",NEW,2025-03-22,29408
CUST-000288,"Alexandre Dupont",NEW,2025-12-15,69010
CUST-000289,"Sandrine Denis",RETURNING,2024-08-26,31658
CUST-000290,"Sara Hernández",NEW,2025-07-31,07646
CUST-000291,"Olivier Gauthier",NEW,2025-07-28,13001
CUST-000292,"Mario Ortiz",NEW,2024-12-27,08234
CUST-000293,"Claire Bernard",LOYAL,2024-03-08,14566
CUST-000294,"Laurent Clement",LOYAL,2022-12-12,67142
CUST-000295,"Antoine Clement",NEW,2024-12-15,06654
CUST-000296,"Léa Fontaine",NEW,2024-11-22,38824
CUST-000297,"Alba Ortega",RETURNING,2024-07-14,41773
CUST-000298,"Chloé Morin",NEW,2025-09-10,13887
CUST-000299,"Thomas Duval",NEW,2025-05-16,57965
CUST-000300,"Adrien Perrin",NEW,2025-07-18,31658
CUST-000301,"David Lefèvre",RETURNING,2024-11-20,13008
CUST-000302,"Maxime Durand",NEW,2025-11-18,42704
CUST-000303,"Nathalie Perrin",NEW,2024-11-10,38073
CUST-000304,"Lucie Lefèvre",NEW,2025-07-06,13604
CUST-000305,"Maxime Morin",NEW,2025-11-28,21623
CUST-000306,"Quentin Faure",NEW,2025-09-26,13001
CUST-000307,"Pierre Vincent",NEW,2025-05-13,67811
CUST-000308,"Sophie M. Muller",NEW,2025-06-28,33936
CUST-000309,"Manuel Ferreira",NEW,2025-09-04,2417-432
CUST-000310,"João Mendes",RETURNING,2024-04-20,8049-271
CUST-000311,"Baptiste Garnier",NEW,2024-12-14,63238
CUST-000312,"Isabel Iglesias",NEW,2025-07-28,30562
CUST-000313,"Antonio Navarro",LOYAL,2024-03-08,36497
CUST-000314,"Filipa Costa",NEW,2025-08-23,4760-248
CUST-000315,"Julie Faure",RETURNING,2024-01-01,54650
CUST-000316,"Cláudia Gonçalves",NEW,2025-12-28,3001-992
CUST-000317,"Sophie Blanc",LOYAL,2021-10-17,14388
CUST-000318,"Nicolas Roussel",RETURNING,2024-09-29,51394
CUST-000319,"Rui Monteiro",RETURNING,2024-05-29,3552-497
CUST-000320,"Raúl Alonso",RETURNING,2024-05-16,46253
CUST-000321,"Louis Bernard",NEW,2025-03-11,59642
CUST-000322,"Emma Masson",LOYAL,2022-06-26,17108
CUST-000323,"Miguel Iglesias",NEW,2025-01-28,15835
CUST-000324,"Claire Moreau",NEW,2024-10-03,59794
CUST-000325,"Guillaume Gauthier",RETURNING,2024-09-30,06196
CUST-000326,"Laurent A. Blanc",RETURNING,2024-09-22,75003
CUST-000327,"Víctor Morales",RETURNING,2024-11-20,08951
CUST-000328,"Emma Roussel",LOYAL,2022-04-29,29736
CUST-000329,"Louis Durand",NEW,2025-04-21,38754
CUST-000330,"Diego Ramos",NEW,2025-08-31,18408
CUST-000331,"Víctor Moreno",NEW,2024-10-03,41927
CUST-000332,"Isabel Serrano",NEW,2025-08-28,36382
CUST-000333,"Lucas Roussel",RETURNING,2024-08-09,76758
CUST-000334,"Julie É. Clement",LOYAL,2021-09-03,29736
CUST-000335,"Laurent Lambert",NEW,2025-07-24,84849
CUST-000336,"Léa Masson",LOYAL,2022-01-20,14714
CUST-000337,"Raúl Romero",RETURNING,2024-11-26,15724
CUST-000338,"Sandrine Leroy",NEW,2025-04-17,13944
CUST-000339,"Guillaume Legrand",NEW,2024-11-27,49746
CUST-000340,"Miguel Delgado",NEW,2025-01-06,08851
CUST-000341,"Olivier Petit",NEW,2025-11-18,69010
CUST-000342,"Nicolas S. Roux",NEW,2025-05-17,21065
CUST-000343,"Guillaume Bernard",RETURNING,2023-11-13,14032
CUST-000344,"Baptiste Mercier",RETURNING,2024-05-17,14389
CUST-000345,"Emma Dupont",NEW,2025-09-22,51780
CUST-000346,"Alexandre Rousseau",NEW,2025-06-18,21551
CUST-000347,"Marie André",NEW,2024-12-19,59794
CUST-000348,"Mathieu Lambert",NEW,2025-11-11,35352
CUST-000349,"Emma M. Roux",RETURNING,2024-09-16,44025
CUST-000350,"Antoine I. Lefèvre",NEW,2025-02-12,76175
CUST-000351,"Guillaume Roussel",RETURNING,2024-11-15,42696
CUST-000352,"Nathalie Lefèvre",RETURNING,2023-07-11,67519
CUST-000353,"Olivier Rousseau",NEW,2025-04-06,57322
CUST-000354,"Alexandre Garnier",NEW,2025-06-25,63089
CUST-000355,"Louis Denis",NEW,2025-01-28,54565
CUST-000356,"Nicolas Bonnet",NEW,2025-11-29,06099
CUST-000357,"Lucie L. Duval",NEW,2025-07-25,29432
CUST-000358,"Emma Vincent",RETURNING,2024-11-03,75008
CUST-000359,"Cristina Vázquez",NEW,2024-11-21,48675
CUST-000360,"Raquel García",LOYAL,2024-01-04,33448
CUST-000361,"Laurent Marchand",NEW,2025-06-30,13009
CUST-000362,"Julie Lambert",RETURNING,2024-04-16,69006
CUST-000363,"Sophie Roux",RETURNING,2024-11-17,17633
CUST-000364,"David Moreno",LOYAL,2022-10-31,33219
CUST-000365,"Sophie André",NEW,2025-02-10,13001
CUST-000366,"Lucie Bernard",RETURNING,2024-12-20,42500
CUST-000367,"Adrien Fournier",NEW,2025-01-29,69008
CUST-000368,"Adrien Roux",LOYAL,2021-03-08,37067
CUST-000369,"Teresa Pereira",NEW,2024-11-14,2993-802
CUST-000370,"Adrien André",NEW,2025-04-22,51410
CUST-000371,"Thomas Perrin",NEW,2025-09-06,37552
CUST-000372,"Luís Lopes",RETURNING,2024-09-26,3591-498
CUST-000373,"Alba Domínguez",NEW,2025-06-17,41128
CUST-000374,"Adrien Leroy",NEW,2025-02-13,35663
CUST-000375,"Manon C. Morin",NEW,2024-10-25,74114
CUST-000376,"Lucie Gauthier",LOYAL,2024-01-17,76165
CUST-000377,"Céline Henry",NEW,2025-07-05,76764
CUST-000378,"Raúl Serrano",NEW,2025-09-27,15921
CUST-000379,"Miguel Domínguez",NEW,2025-05-05,14080
CUST-000380,"Romain Roux",NEW,2025-11-14,17027
CUST-000381,"Sandrine Lefèvre",RETURNING,2024-08-20,69007
CUST-000382,"Céline Guerin",LOYAL,2022-08-26,33881
CUST-000383,"Mario Gutiérrez",NEW,2025-02-28,08234
CUST-000384,"Sophie Henry",NEW,2025-12-02,17905
CUST-000385,"Isabelle I. Legrand",LOYAL,2022-11-12,29473
CUST-000386,"Maxime Legrand",NEW,2025-07-04,51692
CUST-000387,"Thomas L. Duval",RETURNING,2024-06-19,35762
CUST-000388,"Romain Petit",NEW,2024-12-04,38156
CUST-000389,"Chloé Perrin",RETURNING,2024-06-17,21270
CUST-000390,"Maxime Perrin",LOYAL,2023-10-07,76274
CUST-000391,"Nicolas L. Masson",NEW,2025-12-29,75006
CUST-000392,"Carmen Moreno Delgado",NEW,2025-05-28,07070
CUST-000393,"Mathieu Duval",NEW,2025-01-20,49746
CUST-000394,"Guillaume Moreau",NEW,2025-06-19,67250
CUST-000395,"Laurent André",NEW,2025-06-08,29408
CUST-000396,"Alexandre Lefèvre",LOYAL,2024-01-14,13257
CUST-000397,"Louis Fournier",NEW,2025-10-16,75009
CUST-000398,"Hugo Morin",NEW,2025-06-18,06271
CUST-000399,"Víctor Álvarez",RETURNING,2024-01-16,15921
CUST-000400,"Maxime Gauthier",NEW,2025-11-16,13004
CUST-000401,"Antoine Mercier",RETURNING,2024-03-20,35142
CUST-000402,"Guillaume M. Girard",RETURNING,2024-04-11,57080
CUST-000403,"Isabelle A. Garnier",NEW,2025-04-14,31203
CUST-000404,"Céline Morin",NEW,2024-12-21,13006
CUST-000405,"Julie Guerin",NEW,2025-07-06,84517
CUST-000406,"Mario Muñoz",NEW,2025-06-30,47665
CUST-000407,"David Guerin",NEW,2024-11-16,37598
CUST-000408,"Laura Roux",RETURNING,2024-10-12,17698
CUST-000409,"Léa Garnier",NEW,2025-12-03,84373
CUST-000410,"Jorge Serrano",NEW,2025-10-14,33072
CUST-000411,"Marie O. Mercier",RETURNING,2024-09-14,37598
CUST-000412,"Sofia Pinto",RETURNING,2024-08-30,2996-869
CUST-000413,"Sergio Domínguez",NEW,2025-10-14,47087
CUST-000414,"Manon Durand",RETURNING,2024-10-23,84511
CUST-000415,"Olivier A. Vincent",NEW,2025-07-16,21445
CUST-000416,"David Muller",NEW,2024-12-25,54223
CUST-000417,"Camille Roussel",NEW,2025-09-23,14566
CUST-000418,"Baptiste Boyer",RETURNING,2024-01-13,35203
CUST-000419,"Camille Garnier",NEW,2025-10-10,63777
CUST-000420,"Eduardo Oliveira",NEW,2025-07-09,4707-412
CUST-000421,"Laura Bernard",NEW,2025-05-26,14389
CUST-000422,"Miguel Barbosa",LOYAL,2022-05-02,8060-826
CUST-000423,"Óscar Blanco",NEW,2025-10-28,47540
CUST-000424,"Laura Dupont",RETURNING,2024-04-30,45030
CUST-000425,"Quentin Perrin",NEW,2025-12-02,13011
CUST-000426,"Quentin Mathieu",NEW,2025-09-28,31203
CUST-000427,"Isabelle Perrin",RETURNING,2024-07-30,51410
CUST-000428,"Louis I. Francois",LOYAL,2022-07-14,35114
CUST-000429,"Marie Mathieu",RETURNING,2024-09-19,51826
CUST-000430,"Laura L. André",RETURNING,2024-07-26,29163
CUST-000431,"Isabelle Clement",NEW,2025-07-31,17698
CUST-000432,"Nathalie J. Martin",LOYAL,2022-02-02,13965
CUST-000433,"Guillaume Duval",NEW,2024-11-22,69004
CUST-000434,"Luís Fonseca",NEW,2025-06-17,3824-194
CUST-000435,"Élodie Gautier",NEW,2025-06-04,63797
CUST-000436,"David Masson",RETURNING,2024-07-17,75006
CUST-000437,"Luís Oliveira",NEW,2025-05-12,8049-271
CUST-000438,"Vasco Lopes",RETURNING,2023-11-23,3001-992
